cleanup_name,location_address,city_name,state_code,postal_code,county_name,epa_id,brownfields_link_csv,rcra_csv,superfund_link_csv,echo_link_csv,response_link_csv,re_powering_csv,frs_link_csv,map_site_csv,geometry,geoid,INTPTLAT,INTPTLON
PETE HOLLIS SITE,ECHOLS STREET AND PETE HOLLIS BOULEVARD,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:130621",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070671372,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.8603 -82.40612,-82.40613|34.86031,45045000900,+34.8607575,-082.4098233
PHUNG PROPERTY,101 W. WHITE STREET,ROCK HILL,SC,29730,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:78441",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31482,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040478881,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.92775 -81.02725,-81.027407|34.927819,45091060501,+34.9325443,-081.0382008
PICKENS RAILWAY PROPERTY,100 RIVER ST W,ANDERSON,SC,29624,ANDERSON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:14576",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30363,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039556557,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.52297 -82.49358,-82.64951876|34.50038014,45007012300,+34.5134656,-082.6052554
PIE'S COUNTRY KITCHEN,3310 JANIE GLYMPH GOREE BOULEVARD,CARLISLE,SC,29031,UNION,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:208121",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33605,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067367165,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.593081 -81.462922,-81.46284|34.59314,45087030600,+34.6087329,-081.4943191
PIEDMONT SHIRT FACTORY,625 POINSETT HIGHWAY,GREENVILLE,SC,29609,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:166083",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070209623,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.87474 -82.4044,-82.404396|34.87703,45045002303,+34.8728159,-082.4105209
POE MILL,BUNCOMBE ROAD AND A STREET,GREENVILLE,SC,29609,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111384",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32044,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064692765,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.86939 -82.41373,-82.4046842|34.8586445,45045000900,+34.8607575,-082.4098233
POINSETT HIGHWAY SITE,POINSETT HWY. (NO ADDRESS),GREENVILLE,SC,29609,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:222541",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33760,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004601,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.920834 -82.377734,-82.37744203|34.92074375,45045002701,+34.9392993,-082.3924602
POST & COURIER PROPERTY,COLUMBUS & MEETING STREETS,CHARLESTON,SC,29403,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:158121",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32965,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055084625,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.7948 -79.9406,-79.94029016|32.79632313,45019005300,+32.8001609,-079.9443767
POST AND COURIER PROPERTY II,RODGERS ALLEY,CHARLESTON,SC,29403,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:172822",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33249,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063010566,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.79312 -79.94299,-79.9417405|32.7936347,45019001000,+32.7919285,-079.9443325
PRESSLEY PROPERTY,2413 MEETING STREET ROAD,NORTH CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:158444",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32968,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070068698,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.83878 -79.9616,-79.96225|32.839497,45019005400,+32.8200646,-079.9429888
PRESTO PROPERTY,217 WHITE STREET WEST,ROCK HILL,SC,29730,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:93601",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31716,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040478916,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.92966 -81.02905,-81.02919796|34.92969649,45091060501,+34.9325443,-081.0382008
PRINCES GROCERY,4222 CROSSKEYS HWY,UNION,SC,29379,UNION,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:22361",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30531,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017035411,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.64893 -81.76363,-81.76376|34.648716,45087030700,+34.6214610,-081.7049843
PRINTING AND FINISHING CO.,421 WEST WHITE STREET,ROCK HILL,SC,29730,YORK,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:15126",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30427,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060913338,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.931756 -81.031072,-81.032074|34.932827,45091060501,+34.9325443,-081.0382008
PROPOSED BLENHEIM SCHOOL SITE,SC HIGHWAY 38 & WEST HIGH STREET,BLENHEIM,SC,29516,MARLBORO,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:145721",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32736,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063007981,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.50944 -79.65447,-79.6510525|34.5022273,45069960600,+34.4523897,-079.6514364
PUBLIC HEALTH BUILDING,225 BROAD STREET,CENTRAL,SC,29630,PICKENS,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:239729",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070629024,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.72478 -82.78133,-82.78176|34.724625,45077011101,+34.7346996,-082.8081851
QUALITY STITCHING,300 GREENWOOD HIGHWAY,SALUDA,SC,29138,SALUDA,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:237291",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070525767,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.00765 -81.78027,-81.8531631|34.0372404,45081960201,+33.9955697,-081.8669890
RAILLE STREET PROPERTIES,233 &AMP; 245 RAILLE STREET,YORK,SC,29745,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:242879",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.996438 -81.237876,-81.237412|34.99869972,45091061602,+34.9921871,-081.2207561
RANDOLPH TRUCKING (COMMERCE DR.) PROPERTY,2208 & 2218 COMMERCE DR.,COLUMBIA,SC,29205,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:104441",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31887,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040316716,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.9778 -81.00987,-81.00992284|33.97857766,45079002602,+33.9798771,-081.0027441
RANDY'S AUTO PARTS,18720 HERITAGE HIGHWAY,DENMARK,SC,29042,BAMBERG,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:41841",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30596,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038758617,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.3265 -81.143,-81.14378|33.326412,45009960100,+33.3261599,-081.1667580
RED BARN PROPERTY,ASCAUGA LAKE ROAD AND CANAL STREET,GRANITEVILLE,SC,29829,AIKEN,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:193701",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33476,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064566768,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.567118 -81.807277,-81.80703331|33.57058522,45003020400,+33.5687354,-081.8385837
REEDY VIEW DRIVE PROPERTY,202 ACADEMY STREET,GREENVILLE,SC,29602,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:226081",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33801,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004582,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.740572 -82.252304,-82.25220747|34.74061736,45045003010,+34.7569276,-082.2476429
REGIONS BANK,107 CHESTERFIELD STREET SOUTH,AIKEN,SC,29801,AIKEN,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:239722",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070556312,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.560427 -81.719548,-81.71918698|33.56019167,45003021300,+33.5673561,-081.7526423
REPUBLIC MILL #1,DEARBORN STREET/FARROW STREET,GREAT FALLS,SC,29055,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:59741",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30828,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038758886,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.571092 -80.894839,-80.89118842|34.56470137,45023021000,+34.5721311,-080.9053042
REPUBLIC MILL #2,401 DEARBORN STREET,GREAT FALLS,SC,29055,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:90982",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31703,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054625429,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.57042 -80.89613,-80.89478|34.571194,45023021000,+34.5721311,-080.9053042
REPUBLIC MILL 1,DEARBORN STREET,GREAT FALLS,SC,29055,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:242161",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070789882,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.570717 -80.895226,-80.9020732|34.5758916,45023021000,+34.5721311,-080.9053042
REPUBLIC MILLS SITE,CHESTER COUNTY,GREAT FALLS,SC,29055,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:82841",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31510,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038763460,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.564 -80.9123,-80.9046979|34.5659327,45023021000,+34.5721311,-080.9053042
RHODES PROPERTIES,146 & 152 WILSON STREET NORTH,ROCK HILL,SC,29730,YORK,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:72981",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30927,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060913356,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.929 -81.028957,-81.02947758|34.92895076,45091060501,+34.9325443,-081.0382008
RIVERPLACE PHASE III,250 RIVER STREET,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:193021",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33473,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070117629,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.847469 -82.403779,-82.40386|34.847343,45045000200,+34.8478319,-082.3974862
RIVERSIDE MILL,204 SOUTH GOSSETT STREET,ANDERSON,SC,29624,ANDERSON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:94442",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31747,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045009511,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.500634 -82.629856,-82.629456|34.49921,45007000600,+34.4882459,-082.6349474
RIVERSIDE SCHOOL,404 NORTH BOUKNIGHT FERRY ROAD,SALUDA,SC,29138,SALUDA,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:236932",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247692,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.002398 -81.76546,-81.7554|34.00854,45081960202,+33.9835560,-081.7334123
ROADWAY INN,1301 MAIN ST.,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111150",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32024,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040823080,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.00258 -81.03413,-81.03416|34.002728,45079003100,+34.0078902,-081.0307786
ROCK HILL BODY COMPANY,615 WEST MAIN STREET,ROCK HILL,SC,29730,YORK,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:15127",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30428,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060913374,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.931947 -81.036637,-81.036705|34.932045,45091060501,+34.9325443,-081.0382008
ROCK HILL FEED & SEED,700 E WHITE ST,ROCK HILL,SC,29730,YORK,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:175164",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33295,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017031898,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.92184 -81.01404,-81.013966|34.921701,45091060300,+34.9144554,-081.0197342
ROHDE SHOP-RITE,806 PROCTOR ST,WALTERBORO,SC,29488,COLLETON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:22602",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30540,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017093349,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.89377 -80.66279,-80.6631|32.893856,45029970500,+32.9053462,-080.6718142
ROWND PROPERTY,800 MARTIN LUTHER KING JR. BOULEVARD,DILLON,SC,29536,DILLON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:131101",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32411,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043637865,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.42479 -79.37045,-79.370445|34.4249,45033970300,+34.4536751,-079.4414521
S MURRAY AVENUE PROPERTIES,1000 BLOCK S MURRAY AVE,ANDERSON,SC,29624,ANDERSON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:134071",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070258567,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.496578 -82.650619,-82.65023|34.495453,45007000700,+34.4939131,-082.6616905
S. ACADEMY AT N. CALHOUN,852-898 SOUTH ACADEMY STREET,GREENVILLE,SC,29601,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:206782",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247860,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.84563 -82.41768,-82.413925|34.846153,45045000700,+34.8504139,-082.4126907
S. ACADEMY AT WARDLAW ST.,S. ACADEMY AT WARDLAW ST.,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:206781",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247859,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.8462 -82.4076,-82.40780031|34.84740204,45045000700,+34.8504139,-082.4126907
SAFETY DISPOSAL SYSTEMS STORAGE PROPERTIES,MILL STREET,HAMPTON,SC,29924,HAMPTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:72361",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30924,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038733975,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.879 -81.1074,-81.109176|32.874181,45049920200,+32.8590563,-081.0106074
SALUDA MARKET CONSIGNMENTS,119 NORTH MAIN STREET,SALUDA,SC,29138,SALUDA,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:238574",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070507863,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.00228 -81.77218,-81.772125|34.001728,45081960201,+33.9955697,-081.8669890
SALUDA THEATRE,107 LAW RANGE ROAD,SALUDA,SC,29138,SALUDA,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:238575",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070507864,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.00033 -81.77114,-81.771255|34.00151,45081960202,+33.9835560,-081.7334123
SC AG LAB,1101 WILLIAMS ST,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111155",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32029,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002243509,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.99631 -81.0461,-81.0462|33.99659,45079002900,+33.9936414,-081.0372080
SCE&AMP;G CREW QUARTERS PHOTOS,655 KERSHAW STREET,AIKEN,SC,29801,AIKEN,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:241159",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070671426,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.568801 -81.708673,-81.70869|33.568756,45003021400,+33.5732059,-081.7228476
SCE&G - STALL ROAD PROPERTY,STATE ROAD S-10-280,NORTH CHARLESTON,SC,29406,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:150102",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32871,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054625777,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.926753 -80.050918,-80.05090335|32.92667346,45019003104,+32.9290256,-080.0392057
SCHUMPERTS STORE,HWY 76 & KIBLERS ST,PROSPERITY,SC,29127,NEWBERRY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:25341",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30554,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017196791,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.2176 -81.50699,-81.50680887|34.21710132,45071950601,+34.1917033,-081.5448551
SCRA PROPERTY,1000 CATAWBA ST.,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111141",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32015,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040821616,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.98808 -81.03148,-81.030785|33.988285,45079002800,+33.9821485,-081.0333383
SE ELECTRICAL / USC CATAWBA,303 GADSDEN ST.,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111143",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32017,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043691797,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.98736 -81.03478,-81.0347|33.98714,45079002800,+33.9821485,-081.0333383
SECOND & KERSHAW STREET,"304, 307, 311, & 315 SECOND STREET",CHERAW,SC,29520,CHESTERFIELD,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:228145",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33836,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070164188,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.700154 -79.886156,-79.88528037|34.70062713,45025950600,+34.5951251,-079.8967144
