﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-78.91955840000002809 33.65764400000000478),26280,45051,Springmaid Beach,Beach,9357,16
Point (-78.92509499999999889 33.65912170000001424),26291,45051,Shipwreck Island Adventure Golf,Golf Course,9911,31
Point (-78.91568269999999075 33.65971569999999247),26301,45051,5Th Umbrella On South Beach,Beach,9357,27
Point (-78.99572069999999258 33.66081439999999247),26321,45051,Triple O Amusement,Amusement Park,9902,18
Point (-78.92869269999999915 33.66125329999999849),26325,45051,Warbird Park,Park and Recreation Area,9362,12
Point (-78.92233750000002601 33.66161920000001828),26329,45051,Midway Par 3,Golf Course,9911,12
Point (-79.82671790000000556 33.66170399999998608),26330,45089,Town of Kingstree Recreation Park,Park and Recreation Area,9362,33
Point (-78.91295300000001589 33.66230869999998276),26334,45051,Bathing In The Sun,Beach,9357,18
Point (-78.93474040000000969 33.66362240000000838),26355,45051,Park @ The Market Common,Park and Recreation Area,9362,24
Point (-78.91863119999999299 33.6639637000000107),26359,45051,Jurassic Golf,Golf Course,9911,13
Point (-78.91865790000002789 33.66420099999999138),26361,45051,Jurassic Adventure Golf,Amusement Park,9902,23
Point (-78.94262190000000601 33.66541999999998325),26375,45051,Savannah's Playground,Amusement Park,9902,21
Point (-78.91027860000002647 33.66582269999997834),26384,45051,Beach Bar!,Beach,9357,10
Point (-78.90821190000002616 33.66624869999998282),26393,45051,Beach @ Compass Cove,Beach,9357,20
Point (-79.89882590000001983 33.66847539999997707),26422,45089,Swamp Fox Golf Club,Golf Course,9911,19
Point (-78.90513939999999593 33.6688586000000214),26427,45051,Beach 2007 S. Ocean Blvd,Beach,9357,24
Point (-78.90512180000001763 33.66962719999997944),26437,45051,Hurl Rocks Park,Park and Recreation Area,9362,15
Point (-78.93972669999999425 33.66969119999998838),26439,45051,Playground @ The Market Common,Amusement Park,9902,30
Point (-78.90944680000001199 33.67102569999997286),26460,45051,Cancun Lagoon,Golf Course,9911,13
Point (-78.90551720000001978 33.67124819999997953),26466,45051,Radical Ropes,Amusement Park,9902,13
Point (-78.90697990000001028 33.6732448000000204),26488,45051,Safari Golf,Golf Course,9911,11
Point (-78.90840539999999237 33.67330980000002683),26491,45051,Midway Park,Park and Recreation Area,9362,11
Point (-78.90109419999998863 33.67369630000001735),26498,45051,Landmark Waterpark,Amusement Park,9902,18
Point (-78.89866260000002285 33.67488159999999198),26512,45051,Sea Mist Arcade,Amusement Park,9902,15
Point (-81.96364449999998669 33.67489150000000109),26513,45037,Mount Vintage Plantation & Golf Club,Golf Course,9911,36
Point (-78.89734720000001289 33.67596109999999499),26536,45051,Coral Beach Game Room,Amusement Park,9902,21
Point (-78.89625300000000152 33.67654299999998102),26546,45051,By The Sea,Beach,9357,10
Point (-78.89878590000000713 33.67667529999999942),26550,45051,Sea Mist Convention Center,Beach,9357,26
Point (-78.8948804999999993 33.67695770000000266),26555,45051,Oceanfront,Beach,9357,10
Point (-78.89565609999999651 33.67708709999999428),26558,45051,Capt Quarters Pool And Lazy River,Amusement Park,9902,33
Point (-78.90539000000001124 33.67782390000002124),26577,45051,Pirates Watch MINI Golf,Amusement Park,9902,23
Point (-78.89288720000001831 33.67862700000000586),26582,45051,Ocean Front,Beach,9357,11
Point (-78.91593910000000278 33.6791592999999807),26586,45051,Whispering Pines Golf Course,Golf Course,9911,28
Point (-78.89319499999999152 33.68017700000001469),26601,45051,Withers Swash,Beach,9357,13
Point (-78.89085340000002589 33.68075320000002648),26610,45051,Ocean Watersports,Beach,9357,17
Point (-80.2030470000000264 33.68103170000000546),26615,45027,Shannon Greens Golf Club,Golf Course,9911,24
Point (-78.89731960000000299 33.68116040000001021),26617,45051,Cap'n Cain Miniature Golf,Golf Course,9911,25
Point (-78.89144759999999224 33.68140049999999519),26621,45051,Sky Scraper,Amusement Park,9902,11
Point (-78.89151459999999361 33.68150320000000875),26622,45051,Hurricane At Family Kingdom,Amusement Park,9902,27
Point (-78.89011679999998705 33.68190959999998313),26625,45051,Premier Amusements,Amusement Park,9902,18
Point (-78.89198540000001003 33.68244310000000041),26632,45051,Family Kingdom Amusement Park,Amusement Park,9902,29
Point (-78.89440610000002607 33.68370169999997188),26653,45051,Jungle Lagoon MINI Golf,Amusement Park,9902,23
Point (-78.9880019999999945 33.68388129999999592),26659,45051,Arcades USA,Amusement Park,9902,11
Point (-78.90736739999999827 33.6850114000000076),26678,45051,Pinner Place Park,Park and Recreation Area,9362,17
Point (-78.9755341000000044 33.68633099999999558),26695,45051,Vrex Virtual Reality Arcade,Amusement Park,9902,27
Point (-78.89514139999999998 33.6864128000000278),26696,45051,Withers Swash Park,Park and Recreation Area,9362,18
Point (-78.88231930000000602 33.68854069999997591),26719,45051,Boardwalk,Park and Recreation Area,9362,9
Point (-78.89238760000000639 33.6888063000000102),26730,45051,Spivey Park,Park and Recreation Area,9362,11
Point (-78.8824354999999855 33.68893930000001546),26733,45051,6Th Ave Beach,Beach,9357,13
Point (-78.8824354999999855 33.69062050000002273),26750,45051,8Th Ave Beach Access Myrtle Beach,Beach,9357,33
Point (-78.87999300000001313 33.69136800000001131),26760,45051,The Attic,Amusement Park,9902,9
Point (-78.87999300000001313 33.69136800000001131),26761,45051,Jurassic Mini Golf,Amusement Park,9902,18
Point (-80.24168020000001889 33.69163190000000441),26768,45027,Jc Britton Recreational Park,Amusement Park,9902,28
Point (-78.88117590000001655 33.69185199999998304),26769,45051,Beach Blast,Park and Recreation Area,9362,11
Point (-80.23983320000002095 33.69216210000001865),26774,45027,J C Britton Recreation Field,Park and Recreation Area,9362,28
Point (-78.87901379999999563 33.69239370000002509),26775,45051,Fun Plaza,Amusement Park,9902,9
Point (-78.87978870000000597 33.69244409999998879),26776,45051,Ripleys Haunted Adventure,Amusement Park,9902,25
Point (-78.87868570000000545 33.69267330000002403),26780,45051,Arcade,Amusement Park,9902,6
Point (-78.88519930000001068 33.6928262999999788),26781,45051,Mt Atlanticus Miniature Golf,Amusement Park,9902,28
Point (-78.87844200000000683 33.69288499999998976),26783,45051,Gay Dolphin Arcade,Amusement Park,9902,18
Point (-78.88069300000000794 33.69294000000002143),26784,45051,Myrtle Beach Adrenaline Adventures,Amusement Park,9902,34
Point (-78.88069300000000794 33.69294000000002143),26785,45051,Myrtle Beach Adventure Park,Amusement Park,9902,27
Point (-78.88007770000001528 33.69298149999997349),26787,45051,Abraham's Grill,Amusement Park,9902,15
Point (-78.88010830000001761 33.69298420000001215),26788,45051,Adrenaline Adventures,Amusement Park,9902,21
Point (-78.87824019999999337 33.69307720000000472),26789,45051,Super Fun Zone,Amusement Park,9902,14
Point (-78.88113650000002508 33.69338019999997869),26793,45051,9Th Ave Beach Access,Beach,9357,20
Point (-78.87784379999999373 33.69348450000001094),26794,45051,Justin W. Plyler Boardwalk Park,Park and Recreation Area,9362,31
Point (-78.87781960000000936 33.6934863999999834),26795,45051,Plyler Park,Park and Recreation Area,9362,11
Point (-78.8775190000000066 33.69375239999999394),26797,45051,Myrtle Beach Skywheel,Amusement Park,9902,21
Point (-78.87765600000000177 33.69377639999999019),26798,45051,Myrtle Beach Sky Wheel,Amusement Park,9902,22
Point (-78.88279249999999365 33.69388900000001286),26801,45051,Nance Plaza,Park and Recreation Area,9362,11
Point (-78.89102200000002085 33.69404789999998684),26804,45051,Balsam Street Park,Park and Recreation Area,9362,18
Point (-78.87735600000002023 33.69468000000000529),26809,45051,Myrtle Beach Thrill Rides,Amusement Park,9902,25
Point (-78.877283900000009 33.69473799999997254),26811,45051,National Amusement Rides,Amusement Park,9902,24
Point (-78.90161480000000438 33.69598559999997178),26827,45051,Adis Orbitron,Amusement Park,9902,13
Point (-79.01653160000000753 33.69665340000000242),26841,45051,Socastee Recycling Center,Park and Recreation Area,9362,25
Point (-78.8751611000000139 33.69673860000000332),26842,45051,16Th Ave N/ Ocean Blvd,Beach,9357,22
Point (-78.90652099999999791 33.69734399999998686),26849,45051,Racepath Park,Park and Recreation Area,9362,13
Point (-78.87604559999999765 33.69768729999998413),26855,45051,Chapin Park,Park and Recreation Area,9362,11
Point (-78.87654270000001588 33.69794880000000603),26860,45051,Chapin Park,Park and Recreation Area,9362,11
Point (-78.91170959999999468 33.69897550000001729),26872,45051,Stuart Square,Park and Recreation Area,9362,13
Point (-78.871635700000013 33.69928900000002159),26876,45051,Anderson Park,Park and Recreation Area,9362,13
Point (-78.92316809999999805 33.70024160000002666),26882,45051,Fun Factory,Amusement Park,9902,11
Point (-78.8912715000000162 33.70036440000001221),26885,45051,Bathsheba Bowens Memorial Park,Park and Recreation Area,9362,30
Point (-78.87129759999999123 33.70044380000001638),26886,45051,Breakers Park,Park and Recreation Area,9362,13
Point (-78.87077429999999367 33.70082009999998718),26892,45051,Papa's Restaurant,Amusement Park,9902,17
Point (-78.87878399999999601 33.70111000000002832),26897,45051,Butterfly Pavilion,Amusement Park,9902,18
Point (-78.88524100000000772 33.70123919999997497),26899,45051,Futrell Park,Park and Recreation Area,9362,12
Point (-78.92293860000000905 33.70149379999998018),26901,45051,Jungle Fun,Amusement Park,9902,10
Point (-78.90341499999999542 33.70182799999997769),26904,45051,Winners Cirle Amusements,Amusement Park,9902,24
Point (-78.89320920000000115 33.7021558000000141),26907,45051,Canal Street Park,Park and Recreation Area,9362,17
Point (-78.86763750000000073 33.70219040000000632),26908,45051,24Th Ave,Beach,9357,8
Point (-78.87148070000000644 33.7036736000000019),26920,45051,Captain Hook's MINI Golf,Amusement Park,9902,24
Point (-78.86700730000001158 33.70382449999999608),26923,45051,The Boardwalk Down By The Sea Yeah,Beach,9357,34
Point (-78.86556100000001379 33.70423629999999093),26928,45051,25Th Street Beach Entrance,Beach,9357,26
Point (-78.86493419999999333 33.70444509999998672),26931,45051,Beach Bound,Beach,9357,11
Point (-78.86462000000000216 33.7051010000000133),26938,45051,Lost Mine MINI Golf,Golf Course,9911,19
Point (-78.86462000000000216 33.7051010000000133),26939,45051,Lost Mine Miniature Golf,Amusement Park,9902,24
Point (-78.87106990000000906 33.70530300000001489),26941,45051,Rockin Jump,Amusement Park,9902,11
Point (-78.86255760000000237 33.70672650000000203),26949,45051,Cameron Park,Park and Recreation Area,9362,12
Point (-78.86266699999998764 33.70686200000000099),26950,45051,Cameron Park,Beach,9357,12
Point (-78.86088180000001557 33.70823589999997694),26966,45051,30Th Ave Beach,Beach,9357,14
Point (-78.86479040000000396 33.7086987999999792),26971,45051,28Th Ave And Ocean Blvd,Beach,9357,23
Point (-78.93975599999998849 33.70871599999998125),26972,45051,Hrp Myrtle Beach Operations,Amusement Park,9902,27
Point (-78.95239220000001978 33.70982049999997798),26983,45051,Arrowhead Country Club,Golf Course,9911,22
Point (-78.85690660000000207 33.71054939999999078),26988,45051,34Th Avenue North Beach Access,Beach,9357,30
Point (-78.85711120000001983 33.71097109999999475),26992,45051,Beach At 34Th Ave,Beach,9357,17
Point (-78.85903630000001385 33.71098849999998492),26994,45051,Shipwreck Adventure Island Golf,Amusement Park,9902,31
Point (-78.88944040000001223 33.71200599999997394),27016,45051,Lyons Cove Park,Park and Recreation Area,9362,15
Point (-78.8536305000000084 33.71304059999999936),27033,45051,38Th Avenue Beach Access,Beach,9357,24
Point (-79.30560020000001487 33.71349170000002005),27037,45043,Hideaway Golf,Golf Course,9911,13
Point (-78.85418640000000323 33.71382419999997637),27043,45051,38Th Avenue North Myrtle Beach,Beach,9357,30
Point (-78.8830340000000092 33.71389499999997952),27044,45051,Pulseworks,Amusement Park,9902,10
Point (-78.8637168999999858 33.713991099999987),27045,45051,Pepper Geddings Recreation Center,Park and Recreation Area,9362,33
Point (-78.88334800000001223 33.71406000000001768),27046,45051,Pavilion Nostalgia Park @ Broadway At The Beach,Amusement Park,9902,47
Point (-78.87983800000000656 33.71413799999999128),27047,45051,Dragons Lair Fantasy Golf,Amusement Park,9902,25
Point (-78.87940639999999348 33.71432409999999891),27050,45051,The Ferris Wheel,Amusement Park,9902,16
Point (-78.88198060000001988 33.71474649999998974),27058,45051,Broadway Amusement Rides,Amusement Park,9902,24
Point (-78.85233410000000731 33.71474840000001905),27059,45051,41St Ave N Beach Access,Beach,9357,23
Point (-78.88243990000000849 33.71487999999999374),27062,45051,Pavilion Park Central,Amusement Park,9902,21
Point (-78.88469600000001947 33.71498600000001034),27064,45051,Wonderworks,Amusement Park,9902,11
Point (-78.85261500000001433 33.71504199999998264),27065,45051,40Th Ave N Beach Access,Beach,9357,23
Point (-78.92394480000001522 33.71505999999999403),27067,45051,Starship Arcade,Amusement Park,9902,15
Point (-78.85618090000002667 33.71608459999998786),27082,45051,Spy Glass MINI Golf,Golf Course,9911,19
Point (-78.88597900000002028 33.71627000000000862),27087,45051,Pulseworks,Amusement Park,9902,10
Point (-78.88441249999999627 33.71684219999997367),27093,45051,WonderWorks,Amusement Park,9902,11
Point (-78.88441249999999627 33.71684219999997367),27094,45051,Soar + Explore ZipLine And Ropes Course,Park and Recreation Area,9362,39
Point (-78.8599032000000193 33.71717330000001311),27098,45051,37Th Ave North Beach,Beach,9357,20
Point (-78.88289109999999482 33.71774540000001252),27106,45051,Backstage Mirror Maze,Amusement Park,9902,21
Point (-78.89061570000001211 33.7185612999999762),27116,45051,Nascar Speedpark MINI Golf #2,Golf Course,9911,29
Point (-78.93184899999999971 33.71884899999997742),27118,45051,Ex Hard Rock Theme Park,Amusement Park,9902,23
Point (-78.84716830000002119 33.71917369999999892),27121,45051,46Th Ave N Beach Access,Beach,9357,23
Point (-78.89130230000000665 33.7193053999999961),27126,45051,Broadway Grand Prix,Amusement Park,9902,19
Point (-78.87956400000001622 33.71943499999997584),27129,45051,Burroughs & Chapin Company In,Amusement Park,9902,29
Point (-78.92335170000001199 33.72027409999998326),27135,45051,River Oaks Golf Course,Golf Course,9911,22
Point (-82.03550080000002254 33.72081600000001345),27142,45037,Lick Fork Lake Recreation Area,Park and Recreation Area,9362,30
Point (-78.8450574999999958 33.7209487000000081),27144,45051,48Th Ave N Beach Access,Beach,9357,23
Point (-78.92110680000001821 33.72202470000001995),27159,45051,Fairways River Oaks Golf Resort Myrtle Beach,Golf Course,9911,44
Point (-78.84326040000001967 33.72242849999997816),27164,45051,50Th Ave N Beach Access,Beach,9357,23
Point (-78.84291189999999006 33.72271990000001551),27170,45051,The Beach @ 51St!,Beach,9357,17
Point (-78.98668780000002698 33.72312890000000607),27175,45051,Cole Fun Plaza,Amusement Park,9902,14
